Index,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
2181,20,0.118,The Globe and Mail,"said, one, time, would, may, market, also, n’t, govern, work",0.402
2182,20,0.038,The Globe and Mail,"said, one, time, would, may, market, also, n’t, govern, work",0.408
2183,0,0.152,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.519
2184,8,0.104,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.507
2185,12,0.156,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.48
2186,12,0.021,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.365
2187,7,0.245,The Globe and Mail,"n’t, one, car, year, said, time, peopl, get, like, music",0.453
2188,7,0.263,The Globe and Mail,"n’t, one, car, year, said, time, peopl, get, like, music",0.489
2189,13,0.184,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.506
2190,13,0.17,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.476
2191,13,0.155,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.37
2192,0,0.138,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.492
2193,0,0.166,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.394
2194,3,0.118,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.424
2195,4,0.218,The Globe and Mail,"peopl, said, star, one, work, n’t, news, time, reader, get",0.486
2196,17,0.155,The Globe and Mail,"use, said, servic, may, peopl, govern, time, inform, one, also",0.42
2197,3,0.185,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.451
2198,8,0.183,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.441
2199,7,0.173,The Globe and Mail,"n’t, one, car, year, said, time, peopl, get, like, music",0.587
2200,13,0.201,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.48
2201,9,0.147,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.462
2202,9,0.119,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.46
2203,9,0.028,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.461
2204,20,0.106,The Globe and Mail,"said, one, time, would, may, market, also, n’t, govern, work",0.416
2205,20,0.111,The Globe and Mail,"said, one, time, would, may, market, also, n’t, govern, work",0.435
2206,13,0.325,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.445
2207,14,0,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.062
2208,7,0.172,The Globe and Mail,"n’t, one, car, year, said, time, peopl, get, like, music",0.457
2209,3,0.3,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.596
2210,12,0.2,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.483
2211,12,0.05,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.477
2212,11,0.064,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.433
2213,9,0.04,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.404
2214,12,0.119,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.451
2215,9,0.134,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.425
2216,9,0.135,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.481
2217,12,0.028,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.46
2218,12,0.145,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.385
2219,12,0.131,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.401
2220,9,0.05,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.362
2221,12,0.121,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.436
2222,12,0.126,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.406
2223,9,0.071,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.55
2224,9,0.24,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.454
2225,12,0.175,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.54
2226,9,0.084,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.382
2227,8,0.08,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.49
2228,12,0.062,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.375
2229,12,0.215,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.5
2230,8,0.037,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.405
2231,12,0.06,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.489
2232,9,0.032,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.338
2233,12,0.069,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.524
2234,9,0.072,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.42
2235,9,0.04,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.424
2236,12,0.06,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.416
2237,8,0.05,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.419
2238,3,0.063,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.482
2239,8,0.16,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.438
2240,12,0.145,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.427
2241,12,0.134,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.42
2242,11,0.205,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.519
2243,9,0.176,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.423
2244,4,0,The Globe and Mail,"peopl, said, star, one, work, n’t, news, time, reader, get",0.471
2245,12,0.11,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.461
2246,12,0.3,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.497
2247,14,0.13,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.441
2248,12,0.024,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.403
2249,14,0.041,The Globe and Mail,"n’t, said, say, like, get, time, peopl, day, one, would",0.474
2250,17,0.099,The Globe and Mail,"use, said, servic, may, peopl, govern, time, inform, one, also",0.51
2251,11,0.083,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.402
2252,13,0.111,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.453
2253,8,0.078,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.456
2254,12,0.248,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.564
2255,9,0.032,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.375
2256,12,0.169,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.463
2257,12,0.112,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.406
2258,12,0.028,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.528
2259,12,0.115,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.486
2260,9,0.074,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.408
2261,12,0.065,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.412
2262,4,0.08,The Globe and Mail,"peopl, said, star, one, work, n’t, news, time, reader, get",0.383
2263,9,0.078,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.357
2264,16,0.154,The Globe and Mail,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.526
2265,9,0.083,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.345
2266,12,0.034,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.407
2267,12,0.072,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.465
2268,12,0.065,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.521
2269,3,0.105,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.51
2270,12,0.083,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.451
2271,12,-0.032,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.391
2272,12,-0.007,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.44
2273,12,0.059,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.421
2274,12,0.039,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.363
2275,12,0.1,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.485
2276,12,0.077,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.406
2277,12,0.193,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.469
2278,12,0.042,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.449
2279,12,0.049,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.389
2280,12,0.094,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.451
2281,9,0.037,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.305
2282,12,0.112,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.45
2283,13,0.132,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.434
2284,8,0.153,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.458
2285,8,-0.015,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.464
2286,13,0.142,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.431
2287,4,0.002,The Globe and Mail,"peopl, said, star, one, work, n’t, news, time, reader, get",0.521
2288,3,0.136,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.446
2289,12,0.154,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.401
2290,12,0.146,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.448
2291,12,0.181,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.451
2292,9,-0.04,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.455
2293,13,0.221,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.437
2294,4,0.119,The Globe and Mail,"peopl, said, star, one, work, n’t, news, time, reader, get",0.452
2295,13,0.19,The Globe and Mail,"said, work, say, one, also, n’t, peopl, year, show, time",0.45
2296,12,0.198,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.478
2297,3,0.197,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.584
2298,12,0.09,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.371
2299,9,0.059,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.47
2300,11,0,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0
2301,3,0.38,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.77
2302,9,-0.087,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.087
2303,12,0.11,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.383
2304,12,0.178,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.41
2305,12,0.1,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.386
2306,11,0.005,The Globe and Mail,"peopl, said, one, say, covid-19, year, home, time, get, case",0.398
2307,3,0.15,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.48
2308,12,0.176,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.427
2309,12,0.155,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.428
2310,12,0.022,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.365
2311,12,0.079,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.403
2312,12,0.177,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.467
2313,12,0.107,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.412
2314,12,0.137,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.518
2315,6,0.018,The Globe and Mail,"said, would, season, one, player, game, play, peopl, year, also",0.46
2316,9,0.065,The Globe and Mail,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.413
2317,3,0.241,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.514
2318,3,0.195,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.475
2319,12,0.207,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.467
2320,3,0.227,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.498
2321,8,0.15,The Globe and Mail,"peopl, say, n’t, time, like, said, get, work, one, make",0.512
2322,3,0.074,The Globe and Mail,"n’t, one, get, time, said, make, like, ’re, say, use",0.397
2323,12,0.059,The Globe and Mail,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.318
2324,0,0.153,The Globe and Mail,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.41
